country_name,iso_3166_1_alpha_3,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,population_male,population_female,population_rural,population_urban,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,openstreetmap_id,fiscal_measures,international_support,emergency_investment_in_healthcare,investment_in_vaccines
Italy,ITA,403.6044072373751,19.074139831027306,72323.39851960551,7774.681442983797,697204.7479674796,735008.2032520325,17645430.0,42651966.0,120443.33333333333,136335.837398374,146552.46341463414,167639.44715447153,219455.35772357724,222073.79674796748,174300.37398373985,141940.081300813,103472.26016260163,189303679781.81818,34187.818181818184,177065.18852459016,1662859587.0541456,0.0,63925922.16582064,7488.359748427673
Ivory Coast,CIV,102.9330808080808,1.0025252525252526,33204.87752525252,272.04924242424244,13300380.0,13077895.0,12539644.0,13176900.0,7750286.0,6104858.0,4660994.0,3172215.0,2117552.0,1337226.0,822066.0,341744.0,71334.0,58792205642.0,2286.0,192779.0,679276.7191201354,523516.5472972973,134685.5152027027,0.0
Jamaica,JAM,161.75252525252526,3.5542929292929295,36252.555555555555,808.3686868686868,1469641.0,1491520.0,1297685.0,1650594.0,464789.0,466600.0,515496.0,443383.0,357430.0,320533.0,214541.0,119521.0,58868.0,16458071067.0,5582.0,7117041.0,325995.63931623934,2051.2820512820513,17979452.05479452,7672634.271099744
Japan,JPN,322.3354862866236,1.5182488594462846,35403.56376173984,400.3489968485756,3069033.263157895,3255151.447368421,10482515.0,115782416.0,517286.2105263158,562038.3157894737,614827.8947368421,726656.3421052631,928736.1842105263,823563.947368421,792304.5,804337.1052631579,554434.052631579,5081769542379.0,40246.0,2513976.4375,2892343418.268581,1419665916.8192568,29273902.18243243,10508068.31639136
Jersey,JEY,48.58585858585859,0.14267676767676768,5768.199494949495,51.22727272727273,53600.0,55205.0,,,12508.0,11599.0,17285.0,16050.0,10505.0,15721.0,12008.0,7982.0,5147.0,,,6956667.0,,,,
Jordan,JOR,2068.469696969697,17.48611111111111,444408.57954545453,5340.078282828283,5165979.0,5037161.0,888646.0,9213048.0,2212563.0,2179853.0,1802536.0,1490608.0,1141345.0,755591.0,366278.0,190751.0,63615.0,43743661971.0,4330.0,184818.0,2304965.5172413792,0.0,0.0,0.0
Kazakhstan,KAZ,1757.0239898989898,23.94823232323232,413208.7638888889,6449.251262626262,9112939.0,9663768.0,7861015.0,10652915.0,3868010.0,2720923.0,2573192.0,2993495.0,2286421.0,2039441.0,1438909.0,552505.0,303811.0,180161741180.0,9731.0,214665.0,22072183.365319867,10101.0101010101,3011431.3468013466,0.0
Kenya,KEN,30.19221105527638,7.121212121212121,8162.417713567839,2302.318181818182,26718527.0,27052773.0,38112450.0,14461523.0,14013910.0,12746879.0,9594274.0,7470146.0,4903045.0,2805603.0,1518826.0,574339.0,144278.0,95503088538.0,1816.0,3554588.25,2982063.1186736473,0.0,81445.02617801048,0.0
Kiribati,KIR,3.742424242424242,0.013888888888888888,93.9280303030303,0.2398989898989899,58744.0,60702.0,53117.0,64489.0,29463.0,23632.0,20524.0,16604.0,11173.0,9988.0,5141.0,2330.0,591.0,194647201.0,1655.0,571178.0,0.0,0.0,0.0,0.0
Kosovo,RKS,285.8813131313131,3.9217171717171717,73600.87878787878,1438.439393939394,1056741.0,1052151.0,,,334023.0,355023.0,350198.0,356878.0,254881.0,217293.0,138421.0,71012.0,31162.0,,,2088990.0,3324850.1269035535,0.0,0.0,0.0
Kuwait,KWT,784.679292929293,3.2083333333333335,216986.26893939395,1229.550505050505,2614446.0,1656117.0,0.0,4207083.0,608326.0,533226.0,444882.0,878556.0,965369.0,561299.0,220263.0,48550.0,10092.0,134761198945.0,32031.0,305099.0,6173805.923076923,102389.07849829351,2730375.4266211605,0.0
Kyrgyzstan,KGZ,253.28156565656565,3.73989898989899,89156.8648989899,1420.8484848484848,3227270.0,3296921.0,4094256.0,2362644.0,1529450.0,1100701.0,1082940.0,1014705.0,686435.0,581435.0,363824.0,111214.0,53487.0,8454619607.0,1309.0,178009.0,50132.16835016835,85625.90235690236,112053.92929292929,0.0
Laos,LAO,181.16919191919192,0.7904040404040404,18787.91919191919,59.51767676767677,3651794.0,3623762.0,4613903.0,2555552.0,1566742.0,1466251.0,1362625.0,1086529.0,772684.0,526577.0,317971.0,136164.0,40013.0,18173839128.0,2534.0,49903.0,20403.457912457914,0.0,9612.141652613827,0.0
Latvia,LVA,861.260101010101,6.671717171717172,101718.89267676767,1557.0656565656566,884909.0,1035059.0,607846.0,1304943.0,204389.0,189618.0,210869.0,266944.0,258763.0,270667.0,240208.0,170997.0,107513.0,34398215400.0,17818.0,72594.0,5398283.918149467,0.0,197557.0306122449,0.0
Lebanon,LBN,1354.2133838383838,12.771464646464647,329301.1388888889,4092.770202020202,3435746.0,3389696.0,770719.0,6084994.0,1152157.0,1134997.0,1176574.0,1009646.0,862743.0,724778.0,447767.0,211573.0,105207.0,53367042272.0,7784.0,184843.0,0.0,58823.529411764706,77854.67128027682,0.0
Lesotho,LSO,41.29671717171717,0.8800505050505051,9290.64898989899,244.12373737373738,1056950.0,1085302.0,1517760.0,607508.0,478748.0,428821.0,395192.0,327281.0,210251.0,140771.0,96813.0,48309.0,16066.0,2460072443.0,1157.0,2093234.0,124389.84485666105,0.0,63811.12984822934,0.0
Liberia,LBR,9.323232323232324,0.3712121212121212,2721.074494949495,120.91161616161617,2542539.0,2515138.0,2388948.0,2548426.0,1418816.0,1175025.0,840853.0,629808.0,444196.0,283828.0,168470.0,76455.0,20226.0,3070518100.0,621.0,192780.0,42735.042735042734,96801.34680134681,0.0,0.0
Libya,LBY,335.3466494845361,4.208762886597938,77395.92512690356,1137.0431472081218,1734421.5,1701331.5,1328855.0,5448597.0,642719.5,592882.5,547719.0,581747.0,524616.5,308594.0,142143.0,69474.0,25857.5,52076250947.0,7683.0,117952.0,1098298.3542039357,0.0,1083764.1735241502,16886.649874055416
Liechtenstein,LIE,16.113350125944585,0.09445843828715365,2429.0831234256925,34.18261964735516,19025.0,19353.0,32555.0,5464.0,3737.0,3891.0,4539.0,4888.0,5571.0,6339.0,4694.0,3263.0,1456.0,6552858738.0,173356.0,1155955.0,1175157.894736842,0.0,0.0,828.4817610062893
Lithuania,LTU,1166.4267676767677,10.708333333333334,198201.3648989899,2764.72601010101,1295591.0,1498593.0,895831.0,1891013.0,292389.0,266287.0,345322.0,350470.0,374254.0,425044.0,343396.0,235483.0,161539.0,53411968400.0,19116.0,72596.0,9733952.365079366,585.2526501766785,971485.8906525574,6082.381748071979
Luxembourg,LUX,234.47853535353536,1.2563131313131313,48733.170454545456,487.62752525252523,308720.0,305174.0,54408.0,565488.0,65947.0,65866.0,84163.0,95974.0,92360.0,87825.0,60143.0,37334.0,24282.0,70862634400.0,116348.0,2171347.0,18171777.38006757,372.4780405405405,55621.86824324324,0.0
Macau,MAC,0.7346938775510204,0.0,48.898989898989896,0.0,312100.0,337242.0,0.0,640445.0,68817.0,46834.0,88332.0,129802.0,93402.0,99615.0,78994.0,29881.0,13665.0,53859116535.0,84096.0,1867188.0,11204357.656529518,0.0,0.0,70428.38018741633
Macedonia,MKD,377.0984848484849,11.426767676767676,100834.02777777778,3362.0858585858587,1040200.0,1036932.0,870719.0,1212740.0,227724.0,231901.0,292309.0,325743.0,297514.0,281928.0,235923.0,131705.0,52206.0,12694823394.0,6093.0,,,,,
Madagascar,MDG,80.37752525252525,1.7247474747474747,24749.46212121212,483.14141414141415,13814619.0,13876400.0,16758458.0,10210849.0,7762937.0,6342928.0,4898736.0,3370908.0,2387858.0,1539765.0,915208.0,359863.0,112816.0,14083906356.0,522.0,447325.0,0.0,0.0,6324.786324786325,0.0
Malawi,MWI,107.80681818181819,3.3042929292929295,28126.58585858586,938.8484848484849,9434037.0,9695918.0,15429446.0,3199301.0,5662519.0,4738053.0,3377518.0,2286023.0,1436741.0,846148.0,480248.0,244242.0,58463.0,7666704427.0,411.0,195290.0,151291.4485165794,69808.02792321116,1040579.2779783393,47680.41237113402
Malaysia,MYS,547.501713502399,5.394422310756972,96544.53887746554,973.657604142868,1973047.0588235294,1868752.9411764706,7474011.0,24475766.0,592452.9411764706,617582.3529411765,739264.7058823529,644058.8235294118,452000.0,367258.82352941175,256535.29411764705,125982.35294117648,46717.64705882353,364701517787.0,11414.0,3757196.0,232879858.65724382,0.0,675397.5265017668,0.0
Maldives,MDV,216.72853535353536,0.375,40203.11616161616,105.37752525252525,342928.0,197614.0,317308.0,213645.0,72821.0,59438.0,139684.0,137607.0,64649.0,35316.0,18164.0,8466.0,4397.0,5729248472.0,10790.0,536773.0,,,,
Mali,MLI,38.37373737373738,0.9141414141414141,9401.342171717171,319.8800505050505,10145174.0,10105660.0,11178343.0,8479688.0,6760319.0,5009462.0,3203818.0,2160455.0,1485961.0,849119.0,501291.0,231083.0,49326.0,17510141171.0,890.0,192785.0,384667.80238500854,0.0,17376.49063032368,0.0
Malta,MLT,90.37626262626263,0.7664141414141414,20853.7297979798,244.8080808080808,251836.0,241723.0,26751.0,475902.0,46307.0,43517.0,75568.0,81203.0,65167.0,58962.0,59304.0,42685.0,20846.0,14606972200.0,30090.0,365307.0,0.0,0.0,0.0,0.0
Marshall Islands,MHL,0.005044136191677175,0.0,2.5750315258511978,0.0,28373.0,27502.0,13277.0,45514.0,12296.0,11723.0,8779.0,9206.0,5768.0,3943.0,2748.0,1112.0,301.0,221278000.0,3788.0,571771.0,,,,
Martinique,MTQ,146.67676767676767,1.130050505050505,17821.65025252525,204.58459595959596,172607.0,202658.0,,,35953.0,47122.0,41372.0,34102.0,44187.0,62795.0,52467.0,33672.0,23595.0,,,7112170.0,,,,
Mauritania,MRT,74.03787878787878,1.2361111111111112,18131.977272727272,385.8901515151515,2334981.0,2314679.0,2058875.0,2466821.0,1307828.0,1007555.0,787902.0,619779.0,422632.0,267150.0,151073.0,67186.0,18555.0,7593752450.0,1677.0,2695812.0,488215.4882154882,0.0,134680.13468013468,0.0
Mauritius,MUS,214.38888888888889,1.1414141414141414,12131.092171717171,117.97348484848484,627480.0,644287.0,749731.0,515980.0,132886.0,175164.0,196809.0,175108.0,182090.0,175349.0,137990.0,69213.0,27158.0,14180444557.0,11203.0,535828.0,2699987.936026936,84.17508417508418,521885.5218855219,0.0
Mayotte,MYT,46.342171717171716,0.2361111111111111,12203.17297979798,98.26515151515152,134159.0,138654.0,,,71474.0,64566.0,43627.0,32986.0,27349.0,16164.0,9372.0,4998.0,2277.0,,,1259885.0,,,,
Mexico,MEX,33.1887416044313,2.1731218867540916,9356.763947696287,806.390391284921,66117.19284853355,69282.41100843712,24948670.0,102626859.0,26005.45480112495,26475.752109280835,22515.60626757734,20205.44596223383,15594.161510646845,10799.103254319003,6549.2940940136605,3759.843712334271,1810.6440337484935,1258286717124.0,9863.0,4630202.980769231,8457784.196969697,0.0,12356902.356902357,0.0
Micronesia,FSM,0.003778337531486146,0.0,2.3375314861460956,0.0,58480.0,56541.0,87852.0,25963.0,24048.0,23299.0,22348.0,15088.0,11429.0,9785.0,6732.0,1929.0,363.0,401932300.0,3568.0,,,,,
Moldova,MDA,636.7512626262626,14.228535353535353,170381.84217171717,4251.30808080808,1931953.0,2102010.0,1522135.0,1135502.0,424058.0,419286.0,570833.0,773876.0,562808.0,521015.0,488289.0,184989.0,88809.0,11955435456.0,4498.0,58974.0,782197.3016949153,989927.1186440678,17810.761016949153,18637.91012658228
Monaco,MCO,11.994949494949495,0.06439393939393939,1961.7853535353536,18.065656565656564,11648.0,12406.0,0.0,38964.0,1599.0,2211.0,2292.0,2094.0,2662.0,3531.0,3488.0,3275.0,2903.0,7188238072.0,185829.0,36990.0,97847.35812133072,0.0,0.0,1549.367088607595
Mongolia,MNG,1150.483585858586,2.6515151515151514,165252.19823232322,481.135101010101,1615039.0,1663253.0,1014541.0,2210626.0,737475.0,500443.0,500016.0,564280.0,423046.0,314052.0,158362.0,59889.0,20729.0,13852850259.0,4295.0,161033.0,4355201.392255892,0.0,253594.55050505052,9895.448798988622
Montenegro,MNE,291.19444444444446,3.3863636363636362,70017.58838383839,988.0959595959596,307712.0,314470.0,204372.0,417765.0,74464.0,77613.0,79498.0,90519.0,82794.0,82291.0,75972.0,38778.0,20253.0,5494736901.0,8832.0,53296.0,,,,
Montserrat,MSR,0.2058080808080808,0.0025252525252525255,27.646464646464647,0.88510101010101,2667.0,2678.0,,,578.0,648.0,1085.0,892.0,915.0,662.0,340.0,152.0,73.0,,,537257.0,,,,
Morocco,MAR,1466.2752525252524,20.204545454545453,435462.70707070705,6912.770202020202,18316887.0,18593671.0,13496743.0,22975026.0,6752615.0,6097196.0,5883278.0,5606356.0,4452432.0,3743784.0,2735019.0,1197078.0,442800.0,118725279596.0,3204.0,3630439.0,30688354.623188406,0.0,362318.84057971014,0.0
Mozambique,MOZ,53.4524064171123,0.520855614973262,11830.860313315927,134.8760977925469,15188235.0,16067200.0,19273930.0,11092106.0,9717782.0,7595458.0,5294495.0,3588739.0,2289288.0,1400167.0,843662.0,420845.0,104999.0,14934159925.0,491.0,195273.0,944318.4896907216,51546.39175257732,39175.257731958765,0.0
Myanmar,MMR,749.9469696969697,24.468434343434343,182512.226010101,5983.162878787879,26220190.0,28189604.0,37371327.0,16674093.0,9021261.0,9916644.0,9163081.0,8072999.0,7219970.0,5573219.0,3603964.0,1423030.0,415626.0,76085852617.0,1407.0,50371.0,134557.70528109028,331.5809199318569,85529.8126064736,0.0
Namibia,NAM,198.5909090909091,5.063131313131313,53976.72601010101,1223.4469696969697,1231683.0,1309233.0,1221272.0,1273258.0,654526.0,526434.0,472709.0,356847.0,237557.0,150334.0,87461.0,41131.0,13917.0,12366527719.0,4957.0,195266.0,746889.1708967851,0.0,0.0,2063.756345177665
Nauru,NRU,0.0,0.0,0.0,0.0,4785.0,5460.0,0.0,12581.0,2210.0,1830.0,1547.0,1941.0,1191.0,885.0,499.0,118.0,22.0,118223430.0,9396.0,571804.0,,,,
Nepal,NPL,1234.0656565656566,15.082070707070708,362002.48863636365,4664.094696969697,13348435.0,15788373.0,22843197.0,5765513.0,5462983.0,6120130.0,5886374.0,3792742.0,3045653.0,2307700.0,1488078.0,811535.0,221613.0,30641380604.0,1071.0,184633.0,0.0,1818.1818181818182,37.53090909090909,0.0
Netherlands,NLD,74.26032279144694,0.24430859713378217,11070.397767584445,106.79136930845958,117971.53475935828,119757.63101604278,1408121.0,15924729.0,24580.106951871658,27505.641711229946,30336.631016042782,29028.074866310162,30840.042780748663,34498.12834224599,28783.042780748663,21075.860962566843,11081.433155080214,140316639261.53845,48779.38461538462,1143908.1682692308,74771507.03722504,913983.1252115059,454100.8510998308,331593.3257287706
New Caledonia,NCL,71.11616161616162,0.380050505050505,3622.364898989899,53.40530303030303,143498.0,141993.0,83163.0,204637.0,41314.0,43203.0,43192.0,41491.0,40823.0,34951.0,22795.0,13303.0,4419.0,,,3407643.0,,,,
New Zealand,NZL,280.62594458438286,0.07954545454545454,5763.773299748111,24.968434343434343,2370163.0,2452070.0,658140.0,4258860.0,615284.0,624953.0,671235.0,619066.0,591874.0,628691.0,522312.0,361832.0,186986.0,206928765543.0,42084.0,556706.0,19363884.87878788,0.0,500384.07744107745,30215.189873417723
Nicaragua,NIC,17.720959595959595,0.2840909090909091,5791.867424242424,140.8699494949495,369242.1666666667,379871.05555555556,2699365.0,3846137.0,144380.27777777778,140501.22222222222,133024.11111111112,120142.72222222222,86364.5,57427.555555555555,40382.72222222222,17489.555555555555,9400.611111111111,12520915291.0,1912.0,2408876.611111111,0.0,0.0,0.0,135501.35501355014
Niger,NER,11.06060606060606,0.38762626262626265,3639.128787878788,135.51136363636363,12170165.0,12036471.0,19460484.0,3850231.0,8758026.0,5901125.0,3717357.0,2259015.0,1528694.0,1046850.0,644749.0,295959.0,54861.0,12928145120.0,554.0,192786.0,431355.9322033898,0.0,261167.51269035533,0.0
Nigeria,NGA,321.47222222222223,3.967171717171717,115069.70454545454,1557.0694444444443,104469637.0,101669950.0,98156651.0,102806948.0,63852441.0,47703190.0,33177419.0,24368050.0,17037461.0,10700171.0,6258526.0,2623703.0,418626.0,448120428858.0,2229.0,192787.0,6448703.4375,57432432.432432435,571590.3969594594,381226.05363984674
Niue,NIU,0.0,0.0,0.0,0.0,688.0,703.0,,,256.0,216.0,177.0,163.0,164.0,186.0,110.0,84.0,34.0,,,1558556.0,,,,
Norfolk Island,NFK,,,,,938.0,1124.0,,,190.0,201.0,101.0,168.0,259.0,356.0,386.0,263.0,140.0,,,2574988.0,,,,
North Korea,PRK,0.0,0.0,0.0,0.0,12608379.0,13170436.0,9718749.0,15947412.0,3430371.0,3561229.0,3925716.0,3641894.0,3714316.0,3622786.0,2134683.0,1303959.0,443861.0,,,192734.0,,,,
Northern Mariana Islands,MNP,12.527777777777779,0.03787878787878788,654.7588383838383,3.676767676767677,22286.0,19704.0,4744.0,52472.0,6179.0,8143.0,5702.0,3331.0,5887.0,7098.0,4189.0,1195.0,266.0,1323000000.0,23258.0,306004.0,,,,
Norway,NOR,300.53557567917204,2.101010101010101,25488.45348837209,571.7247474747475,519322.25,512413.5833333333,929678.0,4418218.0,119774.08333333333,123364.5,139209.75,140791.08333333334,140375.16666666666,133399.0,110581.0,80773.75,43467.666666666664,403336363636.0,75419.0,4957268.428571428,35825765.28426396,394989.6751269036,47003.01184433164,879928.2889733841
Oman,OMN,484.68939393939394,5.363636363636363,160375.62373737374,1905.7348484848485,3370230.0,1736392.0,724209.0,4250777.0,832573.0,530304.0,1085543.0,1439820.0,684969.0,315600.0,142787.0,53058.0,21968.0,76983094928.0,15474.0,305138.0,35477366.182432435,0.0,48242.49915682968,0.0
Pakistan,PAK,887.5035211267606,37.7896725440806,343543.5277940316,13670.435768261965,38438752.5,36103024.0,136637556.0,79927762.0,17894750.166666668,15046904.333333334,13366453.833333334,10602971.666666666,7286019.5,5208156.0,3066651.8333333335,1575292.0,494577.0,278221906022.0,1284.0,919940.5,13762962.360876897,613406.2984822934,337268.1281618887,383141.7624521073
Palau,PLW,4.841309823677582,0.007556675062972292,149.0478589420655,0.14357682619647355,14679.0,13759.0,3517.0,14491.0,3217.0,4437.0,4722.0,4286.0,3960.0,3859.0,2245.0,1046.0,665.0,283994900.0,15859.0,571805.0,,,,
Palestine,PSE,820.6704545454545,7.016414141414141,212216.05808080808,2178.6136363636365,2586971.0,2514445.0,1103858.0,3581448.0,1364528.0,1109493.0,965725.0,664296.0,448140.0,297318.0,151853.0,77835.0,22228.0,14615900000.0,3198.0,,0.0,1724.1379310344828,0.0,0.0
Panama,PAN,954.6527777777778,10.224747474747474,266329.5037878788,4166.799242424242,301019.5,298749.64285714284,1356355.0,2890084.0,108547.64285714286,101362.35714285714,94473.35714285714,85785.78571428571,77096.57142857143,59863.71428571428,38927.78571428572,21685.714285714286,12026.07142857143,66800800000.0,15731.0,5185978.928571428,2867273.534635879,0.0,929310.3465517241,0.0
Papua New Guinea,PNG,52.29924242424242,0.8055555555555556,10543.771464646465,140.37373737373738,4568072.0,4378955.0,7613275.0,1162834.0,2150348.0,1917883.0,1554184.0,1220537.0,938384.0,629119.0,372086.0,136655.0,27831.0,24969611434.0,2845.0,307866.0,2828767.1232876712,0.0,34246.57534246575,0.0
Paraguay,PRY,811.3295454545455,23.26010101010101,214031.34974747474,6486.676767676768,390510.4736842105,379804.5789473684,2685486.0,4359150.0,149338.05263157896,143914.0,142598.36842105264,120182.73684210527,79080.57894736843,59307.63157894737,43188.89473684211,22947.42105263158,9757.578947368422,38145288939.0,5414.0,556302.6315789474,8792531.425454546,0.0,521479.5709090909,9020.61855670103
Peru,PER,32.997578954975786,2.0383359503833596,8934.643291701434,818.0352217703522,22804.982114676484,23563.062072593373,7120114.0,25390339.0,8112.504997369805,7947.24618621778,7724.970015781168,6911.799579168858,5776.503945291952,4375.436086270384,2913.845870594424,1701.3140452393477,904.4234613361389,226848050819.0,6977.0,2060635.674736842,21140067.623946037,0.0,850253.2647554806,30614.697164948455
Philippines,PHL,133.37008735520396,2.1533839287264898,25672.04841874924,492.21147600771087,1522247.9896907217,1490941.6907216494,57140712.0,50975903.0,641652.6597938144,604098.381443299,524202.2268041237,415267.5154639175,329077.0103092783,242022.54639175258,144489.1855670103,63910.71134020619,22724.40206185567,376795508679.0,3485.0,1317513.7961165048,43714801.9762309,0.0,1173174.8726655347,2394132.7319587627
Pitcairn Islands,PCN,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,2185375.0,,,,
Poland,POL,86.57936498380552,1.747525763835293,186753.96413355792,4593.186645532,2164884.882352941,2308853.588235294,15174300.0,22796574.0,457351.0,439879.5294117647,553910.6470588235,714251.0,632738.7647058824,558055.6470588235,609266.2352941176,313380.5882352941,194905.0588235294,84799108072.72728,13934.727272727272,1283298.6818181819,156088542.66159052,0.0,570000.7851099831,652847.6322418136
Portugal,PRT,1930.2693641618498,13.16936416184971,302088.298791019,4628.48416810593,1213091.5,1356062.75,3515838.0,6753579.0,224303.75,265773.75,271508.75,315469.75,394123.25,369730.25,321731.75,241149.0,165364.0,60126839525.0,23142.75,3001337.714285714,85894511.04576272,0.0,35738.537288135594,308082.5921219822
Puerto Rico,PRI,598.5151515151515,5.212121212121212,110351.9558080808,1651.9924242424242,1355518.0,1505322.0,205163.0,2988531.0,240324.0,394666.0,288753.0,331517.0,399244.0,414184.0,361025.0,273681.0,157446.0,104988600000.0,32873.0,4422604.0,3668709.3696763203,0.0,626033.6933560477,0.0
Qatar,QAT,451.72222222222223,0.8459595959595959,155655.03282828283,328.80429292929296,2165135.0,715925.0,22996.0,2809071.0,270536.0,228400.0,717371.0,846180.0,461800.0,254161.0,81796.0,16725.0,4091.0,183466208791.0,64781.0,305095.0,37851590.10600707,0.0,0.0,0.0
Republic of the Congo,COG,30.328282828282827,0.4772727272727273,8837.402777777777,137.14141414141415,2756678.0,2761414.0,1755498.0,3625010.0,1592335.0,1257964.0,874261.0,680079.0,535814.0,327892.0,164737.0,69397.0,15613.0,10820591130.0,2011.0,192794.0,11452272.727272727,0.0,880.7424242424242,21455.938697318008
Romania,ROU,176.13852987342617,78.20251572327044,39877.79109554777,21897.757232704404,505428.17647058825,527647.7647058824,8887751.0,10468793.0,106847.26470588235,112002.17647058824,113952.82352941176,145187.4411764706,162673.88235294117,130889.5294117647,135146.4705882353,78315.5294117647,48060.82352941176,241475766400.0,12390.0,1845179.2093023255,6821111.105802048,0.0,2620519.1194539247,1041.7074742268042
Russia,RUS,540.1277581226819,11.835136474730383,111271.09856322329,2738.3646481345763,1614220.3614457832,1901379.939759036,36689646.0,107683889.0,444679.6506024096,364609.0,375476.0602409639,591932.2771084338,491215.4457831325,456572.2289156627,449597.7108433735,204112.6746987952,137405.2048192771,1699876578871.0,11584.0,173965.46987951806,6712861.991482113,1703.5775127768313,5017191.601036269,484944.6434108527
Rwanda,RWA,163.56439393939394,1.8409090909090908,36345.208333333336,445.0959595959596,6367431.0,6584778.0,10440846.0,2186104.0,3561023.0,2905795.0,2211043.0,1812554.0,1070094.0,728447.0,445154.0,174817.0,43282.0,10122472590.0,801.0,171496.0,273353.5353535354,0.0,27699.468013468013,0.0
Réunion,REU,381.5176767676768,0.8409090909090909,32233.26893939394,151.38762626262627,433301.0,462007.0,,,132392.0,138862.0,118272.0,99451.0,117326.0,125415.0,90557.0,47534.0,25499.0,,,1785276.0,,,,
Saint Helena,SHN,0.0,0.0,0.0,0.0,1361.0,1216.0,,,228.0,255.0,306.0,145.0,446.0,484.0,345.0,222.0,145.0,,,4868269.0,,,,
Saint Kitts and Nevis,KNA,6.982323232323233,0.05303030303030303,837.5921717171717,6.1313131313131315,30289.0,30759.0,36554.0,16269.0,8554.0,8458.0,5438.0,9689.0,9470.0,9136.0,6486.0,2500.0,1316.0,1050992592.0,19896.0,536899.0,,,,
Saint Lucia,LCA,28.69823232323232,0.45454545454545453,4704.031565656565,80.99242424242425,90422.0,93207.0,148510.0,34280.0,21812.0,24335.0,32816.0,28447.0,25517.0,23375.0,14555.0,8357.0,4415.0,2122450629.0,11611.0,550728.0,,,,
Saint Vincent and the Grenadines,VCT,10.5,0.13383838383838384,1873.1363636363637,18.332070707070706,56218.0,54729.0,52404.0,58185.0,15947.0,17428.0,17502.0,15711.0,14484.0,13590.0,9176.0,4503.0,2606.0,825385185.0,7463.0,550725.0,,,,
Samoa,WSM,0.041666666666666664,0.0,2.226010101010101,0.0,102703.0,95707.0,161509.0,35588.0,51123.0,41998.0,31295.0,22012.0,19560.0,16470.0,9960.0,4580.0,1412.0,850655017.0,4315.0,1872673.0,,,,
San Marino,SMR,18.291666666666668,0.1414141414141414,3595.938131313131,63.467171717171716,15936.0,17019.0,891.0,32969.0,3098.0,3625.0,3766.0,3664.0,4693.0,5377.0,3802.0,2811.0,2121.0,1637931034.0,48481.0,54624.0,0.0,0.0,18947.72344013491,0.0
Saudi Arabia,SAU,942.5164141414141,11.368686868686869,352453.40782828286,5351.185606060606,20131308.0,14682559.0,5460690.0,28807838.0,5956216.0,4860281.0,5354760.0,6980363.0,6408789.0,3216572.0,1373521.0,493856.0,169509.0,792966838161.0,23139.0,307584.0,58054666.07329843,916230.3664921466,243525.30541012215,657216.4948453609
Senegal,SEN,108.24368686868686,2.474747474747475,34293.5404040404,833.2449494949495,8170785.0,8573145.0,8530658.0,7765706.0,5032581.0,3863702.0,2823534.0,2051292.0,1331828.0,834700.0,505764.0,239182.0,61347.0,23578084052.0,1446.0,192775.0,3330303.0303030303,0.0,178726.2626262626,4810.126582278481
Serbia,SRB,2423.3926767676767,19.376262626262626,504675.57954545453,4674.002525252526,3392811.0,3570953.0,3037732.0,3907243.0,654145.0,694332.0,804338.0,958562.0,971473.0,944645.0,1021979.0,595246.0,319044.0,51409167350.0,7402.0,1741311.0,0.0,0.0,385510.4072790295,0.0
Seychelles,SYC,49.781565656565654,0.2058080808080808,8975.950757575758,40.505050505050505,50439.0,47901.0,41863.0,55762.0,15933.0,13866.0,13431.0,14486.0,14873.0,12977.0,7909.0,3205.0,1660.0,1698843062.0,17401.0,536765.0,86925.18181818182,0.0,5853708.969387755,0.0
Sierra Leone,SLE,2.17223521550284,0.036585365853658534,623.3827263615102,14.808855472013366,3981239.0,3995746.0,4493849.0,3319366.0,2225885.0,1867196.0,1405514.0,1017050.0,672894.0,419133.0,234025.0,108809.0,26479.0,3941474310.0,504.0,192777.0,12776.831345826235,0.0,6303.236797274276,0.0
Singapore,SGP,992.2032828282828,1.3244949494949494,96008.375,153.16414141414143,3062257.0,2788086.0,0.0,5703569.0,479037.0,505794.0,833058.0,896615.0,964873.0,946222.0,799325.0,289634.0,135785.0,372062527488.0,65233.0,536780.0,120531604.20812182,0.0,9475.465313028764,0.0
Sint Maarten,SXM,12.082070707070708,0.10732323232323232,2224.695707070707,32.448232323232325,15212.0,15660.0,0.0,40733.0,3956.0,3769.0,4453.0,3269.0,3883.0,5744.0,3972.0,1495.0,330.0,,,1231790.0,,,,
Slovakia,SVK,1885.584595959596,23.5239898989899,288757.8939393939,6623.338383838384,2661077.0,2789344.0,2523654.0,2930419.0,584354.0,538465.0,682622.0,862769.0,834209.0,708297.0,685186.0,375006.0,179513.0,105870732800.0,19470.0,346716.0,20618935.08034188,0.0,463100.8700854701,0.0
Slovenia,SVN,1133.5523329129887,7.909205548549811,185778.9180327869,2788.750315258512,159793.23076923078,160346.46153846153,943292.0,1144654.0,32772.769230769234,29775.076923076922,33326.153846153844,44907.230769230766,46720.92307692308,46715.230769230766,42535.53846153846,26304.76923076923,17082.0,53990687600.0,26078.0,1320543.6153846155,11842932.175084176,0.0,0.0,20930.40409207161
